7.353 50 0
8.55 0.002E-16
9.0 0.141E-16
9.5 0.202E-16
10 0.250E-16
10.5 0.287E-16
11 0.313E-16
11.5 0.330E-16
12 0.338E-16
12.5 0.339E-16
13 0.333E-16
13.5 0.323E-16
14 0.308E-16
14.5 0.290E-16
15 0.270E-16
16 0.224E-16
17 0.199E-16
18 0.177E-16
19 0.159E-16
20 0.144E-16
25 0.092E-16
30 0.064E-16
35 0.049E-16
40 0.036E-16
45 0.028E-16
50 0.023E-16
